1,2021-1-2 14:22:10,2020.01.02 14:23:00,SCK09,도로,오르막,운행,차량,X,X,
2,2021-1-2 16:23:55,2020.01.02 16:25:00,SCK09,도로,내리막,운행,차량,X,X,
3,2021-1-2 14:25:32,2020.01.02 14:26:23,SCK09,도로,오르막,운행,차량,X,X,
4,2021-1-2 16:27:20,2020.01.02 16:28:04,SCK09,도로,내리막,운행,차량,X,X,
5,2021-1-2 14:29:00,2020.01.02 14:29:45,SCK09,도로,오르막,운행,차량,X,X,
6,2021-1-2 16:30:40,2020.01.02 16:31:25,SCK09,도로,오르막,운행,차량,X,X,
7,2021-1-2 14:32:10,2020.01.02 14:32:54,SCK09,도로,오르막,운행,차량,X,X,
8,2021-1-2 16:33:32,2020.01.02 16:34:18,SCK09,도로,내리막,운행,차량,X,X,
9,2021-1-2 14:35:22,2020.01.02 14:36:06,SCK09,도로,오르막,운행,차량,X,X,
10,2021-1-2 16:36:46,2020.01.02 16:37:40,SCK09,도로,내리막,운행,차량,X,X,
11,2021-1-2 14:38:41,2020.01.02 14:39:25,SCK09,도로,오르막,운행,차량,X,X,
12,2021-1-2 16:39:55,2020.01.02 16:40:39,SCK09,도로,내리막,운행,차량,X,X,
13,2021-1-2 14:41:23,2020.01.02 14:42:08,SCK09,도로,오르막,운행,차량,X,X,
14,2021-1-2 14:42:58,2020.01.02 14:43:54,SCK09,도로,내리막,운행,차량,X,X,
15,2021-1-2 14:47:40,2020.01.02 14:48:29,SCK09,도로,오르막,운행,차량,X,X,
16,2021-1-2 14:49:16,2020.01.02 14:50:01,SCK09,도로,내리막,운행,차량,X,X,
17,2021-1-2 14:50:41,2020.01.02 14:51:28,SCK09,도로,오르막,운행,차량,X,X,
18,2021-1-2 14:52:01,2020.01.02 14L52:59,SCK09,도로,내리막,운행,차량,X,X,
19,2021-1-2 14:53:23,2020.01.02 14:54:06,SCK09,도로,오르막,운행,차량,X,X,
20,2021-1-2 14:54:45,2020.01.02 14:55:35,SCK09,도로,내리막,운행,차량,X,X,
21,2021-1-2 14:59:17,2020.01.02 15:00:14,SCK09,도로,오르막,운행,차량,X,X,
22,2021-1-2 15:00:52,2020.01.02 15:01:38,SCK09,도로,내리막,운행,차량,X,X,
23,2021-1-2 15:02:13,2020.01.02 14:03:00,SCK09,도로,오르막,운행,차량,X,X,
24,2021-1-2  15:03:49,2020.01.02 14:04:37,SCK09,도로,내리막,운행,차량,X,X,
25,2021-1-2  14:59:32,2021-1-2  14:59:44,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:59:36,
26,2021-1-2  14:56:48,2021-1-2  14:57:00,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:56:52,
27,2021-1-2  14:53:27,2021-1-2  14:53:38,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:53:31,
28,2021-1-2  14:51:40,2021-1-2  14:51:52,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:51:44,
29,2021-1-2  14:49:43,2021-1-2  14:49:55,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:49:47,
30,2021-1-2  14:45:27,2021-1-2  14:45:38,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:45:31,
31,2021-1-2  14:44:06,2021-1-2  14:44:18,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:44:10,
32,2021-1-2  14:43:26,2021-1-2  14:43:38,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:43:30,
33,2021-1-2  14:42:48,2021-1-2  14:42:59,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:42:52,
34,2021-1-2  14:42:12,2021-1-2  14:42:24,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:42:16,
35,2021-1-2  14:41:26,2021-1-2  14:41:38,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:41:30,
36,2021-1-2  14:40:49,2021-1-2  14:41:02,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:40:53,
37,2021-1-2  14:39:54,2021-1-2  14:40:07,SCK08,도로,평지,운행,차량,방지턱,2021-1-2  14:39:58,
