100,2021_ 01_04 21_19_15,2020_01_04 21_19_21,SCK09,인도,평지,운행,차량,턱(인도_>도로),2021_01_04 21_19_17
101,2021_ 01_04 21_19_15,2020_01_04 21_19_21,SCK09,인도,평지,운행,차량,턱(도로_>인도),2021_01_04 21_19_19
102,2021_ 01_04 21_19_36,2020_01_04 21_19_47,SCK09,인도,평지,운행,차량,턱(인도_>도로),2021_01_04 21_19_38
103,2021_ 01_04 21_19_36,2020_01_04 21_19_47,SCK09,인도,평지,운행,차량,턱(도로_>인도),2021_01_04 21_19_41
104,2021_ 01_04 21_22_33,2020_01_04 21_22_41,SCK09,인도,평지,운행,차량,턱(인도_>도로),2021_01_04 21_22_35
105,2021_ 01_04 21_22_33,2020_01_04 21_22_41,SCK09,인도,평지,운행,차량,턱(도로_>인도),2021_01_04 21_22_39
116,2021_01_04 21_33_03 ,2021_01_04 21_33_07 ,SCK09,인도,오르막,운행,차량,턱(인도_>도로),2021_01_04 21_33_05
117,2021_01_04 21_33_03 ,2021_01_04 21_33_07 ,SCK09,인도,오르막,운행,차량,턱(도로_>인도),2021_01_04 21_33_06
118,2021_01_04 21_33_24 ,2021_01_04 21_33_30 ,SCK09,인도,내리막,운행,차량,턱(인도_>도로),2021_01_04 21_33_26
119,2021_01_04 21_33_24 ,2021_01_04 21_33_30 ,SCK09,인도,내리막,운행,차량,턱(도로_>인도),2021_01_04 21_33_28
120,2021_01_04 21_33_45 ,2021_01_04 21_33_49 ,SCK09,인도,오르막,운행,차량,턱(인도_>도로),2021_01_04 21_33_47
121,2021_01_04 21_33_45 ,2021_01_04 21_33_49 ,SCK09,인도,오르막,운행,차량,턱(도로_>인도),2021_01_04 21_33_48
122,2021_01_04 21_34_08 ,2021_01_04 21_34_13 ,SCK09,인도,내리막,운행,차량,턱(인도_>도로),2021_01_04 21_34_10 
123,2021_01_04 21_34_08 ,2021_01_04 21_34_13 ,SCK09,인도,내리막,운행,차량,턱(도로_>인도),2021_01_04 21_34_11 
124,2021_01_04 21_34_31 ,2021_01_04 21_34_36 ,SCK09,인도,오르막,운행,차량,턱(인도_>도로),2021_01_04 21_34_33 
125,2021_01_04 21_34_31 ,2021_01_04 21_34_36 ,SCK09,인도,오르막,운행,차량,턱(도로_>인도),2021_01_04 21_34_34 
126,2021_01_04 21_35_18 ,2021_01_04 21_35_22 ,SCK09,인도,오르막,운행,차량,턱(인도_>도로),2021_01_04 21_35_20 
127,2021_01_04 21_35_18 ,2021_01_04 21_35_22 ,SCK09,인도,오르막,운행,차량,턱(도로_>인도),2021_01_04 21_35_21 
128,2021_01_04 21_35_39 ,2021_01_04 21_35_46 ,SCK09,인도,내리막,운행,차량,턱(인도_>도로),2021_01_04 21_35_41 
129,2021_01_04 21_35_39 ,2021_01_04 21_35_46 ,SCK09,인도,내리막,운행,차량,턱(도로_>인도),2021_01_04 21_35_44 
130,2021_01_04 21_36_00 ,2021_01_04 21_36_06 ,SCK09,인도,오르막,운행,차량,턱(인도_>도로),2021_01_04 21_36_02 
131,2021_01_04 21_36_00 ,2021_01_04 21_36_06 ,SCK09,인도,오르막,운행,차량,턱(도로_>인도),2021_01_04 21_36_04 
132,2021_01_04 21_36_23 ,2021_01_04 21_36_28 ,SCK09,인도,내리막,운행,차량,턱(인도_>도로),2021_01_04 21_36_25 
133,2021_01_04 21_36_23 ,2021_01_04 21_36_28 ,SCK09,인도,내리막,운행,차량,턱(도로_>인도),2021_01_04 21_36_26 
145,2021_01_04 21_44_55 ,2021_01_04 21_45_04 ,SCK08,도로,평지,운행,차량,급가속/급정거,2021_01_04 21_45_22 
146,2021_01_04 21_45_13 ,2021_01_04 21_45_23 ,SCK08,도로,평지,운행,차량,급가속/급정거,2021_01_04 21_45_50 
147,2021_01_04 21_45_42 ,2021_01_04 21_45_51 ,SCK08,도로,평지,운행,차량,급가속/급정거,2021_01_04 21_46_36 
